2015, 1.50, -0.50
2016, 1.25, -0.25
2017, 1.50, 0.25
2018, 1.75, 0.25
2019, 1.25, -0.50
2020, 0.50, -0.75
2021, 1.00, 0.50
2021.9, 0.75, 0.00
2021.10, 0.75, 0.00
2021.11, 1.00, 0.25
2021.12, 1.00, 0.00
2022.1, 1.25, 0.25
2022.2, 1.25, 0.00
2022.3, 1.25, 0.00
2022.3.30, 1.25, 0.00
2022.3.31, 1.25, 0.00
2022.4.1, 1.25, 0.00
2022.4.2, 1.25, 0.00
2022.4.3, 1.25, 0.00
2022.4.4, 1.25, 0.00
