2017.1/4, 37.3, 0.4
2017.2/4, 36.6, -0.7
2017.3/4, 37.7, 1.1
2017.4/4, 36.7, -1.0
2018.1/4, 35.8, -0.9
2018.2/4, 36.1, 0.3
2018.3/4, 36.4, 0.3
2018.4/4, 35.5, -0.9
2019.1/4, 34.6, -0.9
2019.2/4, 34.9, 0.3
2019.3/4, 35.1, 0.2
2019.4/4, 34.1, -1.0
2020.1/4, 36.2, 2.1
2020.2/4, 34.7, -1.5
2020.3/4, 35.7, 1.0
2020.4/4, 37.2, 1.5
2021.1/4, 37.4, 0.2
2021.2/4, 35.8, -1.6
2021.3/4, 35.9, 0.1
2021.4/4, 35.4, -0.5
